,puma,unemployedF,condition,parkcount,geometry
0,4015,0.10514541387024609,0.7837837837837838,9,"POLYGON ((-73.95374853778468 40.63858633758547, -73.95360004719379 40.63842234745002, -73.95307699850206 40.63844626081465, -73.95213852255783 40.63844349646561, -73.95116311183503 40.63844818289312, -73.95017361526064 40.63851059699031, -73.94923295697069 40.63854767339834, -73.94826499590872 40.63860719020909, -73.94715150255864 40.63867640636166, -73.94638150279944 40.6387262509861, -73.94537272424145 40.63878695524369, -73.94512335128164 40.63644827947871, -73.9448804281905 40.63417695449502, -73.94462885425988 40.63183773463213, -73.94561754645717 40.6317774303119, -73.94647961784932 40.63170816167808, -73.9455109552195 40.63079148290132, -73.94480816070815 40.63012716666306, -73.94453995101924 40.62986656270836, -73.94415535255867 40.6295082847054, -73.9444678405052 40.62948005151083, -73.94540053213083 40.62937781235561, -73.94632622234461 40.629276642256, -73.94732672160619 40.62916656670686, -73.94687439880774 40.62677366812819, -73.94642266064318 40.62438556728642, -73.94542442897408 40.62449560959821, -73.9449703134899 40.62210451243502, -73.94451833370498 40.61971364709505, -73.94551663574784 40.61960561195169, -73.94651373127873 40.61949401914964, -73.9460669961247 40.61710373867757, -73.94576359491934 40.61550406371864, -73.94573691846075 40.6153634067563, -73.94657366762186 40.61478913113721, -73.94742608780807 40.61422460055367, -73.94772682503745 40.61416971618258, -73.94834517370157 40.61413649612903, -73.94930527412545 40.61403073451572, -73.95026514816973 40.61392435229968, -73.94999598103774 40.61249146166324, -73.94996296695363 40.61231572734678, -73.94993049253158 40.61214465089287, -73.94978380450675 40.61137175047765, -73.95070512926118 40.61125045222404, -73.95163235049939 40.61112353986171, -73.95256553090722 40.61098718423136, -73.95258786948973 40.61111223958902, -73.95359888786994 40.61094986510353, -73.95479552709989 40.61082076615516, -73.9557406698918 40.61071482695361, -73.95670471406346 40.61061187782888, -73.95766801379466 40.61050371471637, -73.95804731927223 40.61046276244421, -73.95859278495766 40.61040303093505, -73.95952069567826 40.61030205283678, -73.9604436188154 40.61020150680253, -73.96137268313583 40.6100988747116, -73.96237947824793 40.60998637402324, -73.96285974027433 40.61254948596466, -73.96336094023287 40.61520442783358, -73.96356470625156 40.61623872246747, -73.96362245555162 40.61658973720417, -73.96375418658953 40.61730243304036, -73.96381145170662 40.61758940154458, -73.96388935578909 40.61800054988433, -73.96426798339365 40.61998380378796, -73.96471983385558 40.62237296120531, -73.96571874618459 40.62226402946431, -73.96664515713734 40.62216223742475, -73.96757137736036 40.62206027486022, -73.96864510622713 40.62194169531224, -73.96909724465461 40.62433282513799, -73.97019276977215 40.62420324997419, -73.97047171931159 40.62417002997906, -73.97074691461893 40.62562949546268, -73.97080408232925 40.62593266659031, -73.97085946845355 40.62623684843134, -73.97092126268798 40.62656998500292, -73.97108160338036 40.62655370882084, -73.97119209843841 40.62654269641984, -73.97229894777725 40.62643116816172, -73.97322001066978 40.62631854258549, -73.97414911447024 40.62621489784474, -73.97507611264214 40.62611376711565, -73.97563580862501 40.62603520874347, -73.97623453682772 40.62597635022765, -73.97644970441596 40.62700825497041, -73.97651462100198 40.6272944899913, -73.9765777568917 40.62757318631638, -73.97669604371897 40.62835456471135, -73.9768496430902 40.6290885814784, -73.97699848928177 40.62987149662796, -73.97716511994669 40.63074665412933, -73.97604935657381 40.63127590564677, -73.97517146283572 40.63168858126568, -73.97431883460402 40.63209057418866, -73.97319613382537 40.63262058897936, -73.97278066417219 40.63282347118169, -73.97241481651272 40.63299383426836, -73.97231129169526 40.63304191454533, -73.97216145892997 40.63311162134949, -73.97190427082302 40.63323009413735, -73.97087567598676 40.63371951331413, -73.96986869339572 40.63419467459815, -73.97029036162949 40.63640634141802, -73.96935965791307 40.63650555014918, -73.96803868487798 40.63665098543635, -73.96822343385395 40.63729690644193, -73.96872218447882 40.63901853774666, -73.96879099173343 40.63925593322139, -73.96891461124393 40.63975715975429, -73.96939903065599 40.64138244621826, -73.969484681379 40.64168989703406, -73.96968611807544 40.64235600977225, -73.9698846467179 40.6430302970665, -73.97008897793074 40.64374583950707, -73.97031677051474 40.64453794084401, -73.9705455439065 40.64531666812141, -73.97076976083255 40.64611090734306, -73.97084113663675 40.64637857157474, -73.97121038966976 40.64762015448383, -73.97139631688175 40.64825778561151, -73.97069875667012 40.64850210045979, -73.96998500726008 40.6487749345695, -73.9696717366338 40.64889793558337, -73.968793671322 40.64924826382839, -73.96790948388556 40.64959937421609, -73.96702809161592 40.64994727428314, -73.96614503326784 40.65029767968289, -73.9652628191503 40.65064245009957, -73.96465438564773 40.65088772795578, -73.96524103510922 40.65174204697276, -73.96575121387403 40.65249922908256, -73.96621321893259 40.65318940504896, -73.9641466633954 40.65399497235041, -73.96188086439827 40.65488119154966, -73.96156461422331 40.65500411715291, -73.96069809379583 40.65534092417796, -73.95986103179125 40.65563478893697, -73.95969665863061 40.6548392147262, -73.95945183863728 40.65357538882108, -73.95932926470192 40.65292817921431, -73.95915001039285 40.65214455771117, -73.9589252726127 40.65121155009776, -73.95870789823 40.65038727328, -73.95844668738788 40.64931710407637, -73.9582608207769 40.64853274503131, -73.95815003514555 40.64776767369115, -73.95814068379174 40.64750340358272, -73.95810672219409 40.6465180093582, -73.95803664426118 40.64530250046898, -73.9580217647043 40.64506996232082, -73.95797764682956 40.64457625551646, -73.95791873735388 40.64414326559371, -73.95789394426544 40.64401556253174, -73.95763644576252 40.64268949946322, -73.95746359870883 40.64237166977627, -73.95707031021693 40.64196067140502, -73.9557159997168 40.64058252627343, -73.95563820621724 40.64050392611553, -73.95476763256207 40.63962444686556, -73.95427358408135 40.6391155391962, -73.95404358590126 40.63887754919021, -73.95374853778468 40.63858633758547))"
